,text,label,language,TextCleaned
3766,@user sto cazzo,2.6,Italian, i am fucking
3767,@user @user Ma valgono solo per il vate queste giustificazioni?,1.0,Italian,  but do these justifications apply only to the poet?
3768,@user @BTS_twt Ma scusami possiamo parlare di te?,3.5,Italian,  excuse me can we talk about you?
3769,"@user Beh, c'è un motivo se non la sentivi da 5 anni",3.0,Italian, well there is a reason you have not heard from her in  years
3770,@user No ora vai e te le fai prima che ti vengo a prendere per le oreccchie,2.6,Italian, no now go and have them before i come to grab you by the ears
3771,ho messo l'eyeliner dopo tipo mille millenni e mi sento un'altra persona completamente,2.8,Italian,i put on eyeliner after like a thousand millennia and i feel like a completely different person
3772,Pensieri: Trombe d'aria in Italia : ecco che cosa le innesca http,1.2,Italian,thoughts: whirlwinds in italy: this is what triggers them http
3773,@user ci provo te lo prometto,2.5,Italian, i will try i promise
3774,@user @user solo gli americani sanno improvvisare 😂😂,1.2,Italian,  only americans know how to improvise 
3775,Comunque io proporrei una petizione per far scaricare Twitter al Basci! Noi ce lo meritiamo che commenta qui con noi!! #basciagoni,2.0,Italian,however i would propose a petition to download twitter to basci! we deserve it who comments here with us!! basciagoni
3776,"@user @user Cazzo , loro che parlano di furti 😂",1.6,Italian,  fuck them talking about theft 
3777,@user comunque tu astutamente non hai rischiato e hai fatto bene,3.2,Italian, however you astutely did not risk it and did well
3778,"Ucraina, Donato: `Sanzioni pericolose, nessuno vuole guerra con Russia` #guerra #Russia #Ucraina http",1.0,Italian,ukraine donato: `dangerous sanctions nobody wants war with russia` war russia ukraine http
3779,yas hai il potete di far impazzire le mie notifiche,2.0,Italian,yas you have the power to drive my notifications crazy
3780,X uno che capisce tutto come lui nn fa notizia meno male che Scanzi c'è 😜🤣🤣 http,2.0,Italian,for someone who understands everything like him it is not bad news that scanzi is there  http
3781,@user Mavaialavorare.,1.75,Italian, mavaialavorare.
3782,Alberto lo adoro ma la sua vittoria è scontatissima #Amici18,2.0,Italian,alberto i love him but his victory is very obvious amici
3783,@user @user proprio come Anna. Io l'ho detto che i copioni li scrivono davvero male.,1.25,Italian,  just like anna. i said the scripts are written really badly.
3784,"@user Tutti cercano nomi ultra moderni, a me piace molto un nome antico: Sara.",2.6,Italian, everyone is looking for ultra modern names i really like an ancient name: sara.
3785,@user Dope!,1.5,Italian, dope!
3786,@user acquario,1.75,Italian, aquarium
3787,Alla faccia della casa #QuestaECasaMia,2.0,Italian,so much for the house thisandmyhouse
3788,ed eccoci con un’alta canzone che non potrò mai più ascoltare allo stesso modo @user http,2.4,Italian,and here we are with another song that i will never hear the same again  http
3789,E anche Patrizio Giordano ce lo siamo tolto dai coglioni #upas,1.6,Italian,and even patrizio giordano we fucked up upas
3790,@user Il movimento cinque stelle,1.0,Italian, the five star movement
3791,@sonalgoelias Jai Mata di 🙏,2.0,Italian, jai mata at 
3792,"@myrtamerlino Se Dio vuole, in Ucraina tornerà la neutralità, ma la cosa migliore sarebbe che i Russi venissero a prendere te.",2.4,Italian, god willing ukraine will return to neutrality but the best thing would be for the russians to come and get you.
3793,@user Buongiorno Dj ☕️🍩🎶🍀,2.2,Italian, good morning dj 
3794,@user Finalmente qualcuno apprezza questa canzone e il bridge &gt;&gt;&gt;&gt;&gt;,1.8,Italian, finally someone likes this song and the bridge 
3795,@user vamo,1.3333333333333333,Italian, let us go
3796,@user La pagina tragica e dolorosa è quella che ti lega alla politica italiana.,1.6,Italian, the tragic and painful page is the one that binds you to italian politics.
3797,@user Diosa!,1.0,Italian, goddess!
3798,Scopro ora che Thiem è un appassionato di apine e sostenibilità bravo Dominic ti stimo,1.6,Italian,i now find out that thiem is an apine and sustainability enthusiast well done dominic i respect you
3799,"@user Nanti aku begitu di wa, di twt, di kkt, di ig, di sms",1.3333333333333333,Italian, i will be like that later on wa on twt on kkt on ig on sms
3800,@user 12 de di,1.3333333333333333,Italian,  days
3801,@user giusto,1.2,Italian, right
3802,@user Grappa di Brunello e ciao,1.0,Italian, grappa di brunello and bye
3803,@user voce,1.5,Italian, you
3804,@user vero soprattutto per quello,2.0,Italian, true especially for that
3805,@user Dannolo e Tontolo,2.4,Italian, dannolo in tontolo
3806,@user @user La vedo bene con fulvietto e fuffaro nella sagra dei #cazzari #noinonsiamocomeloro,3.0,Italian,  i see it well with fulvietto and fuffaro in the cazzari festival noinonsiamocomeloro
3807,@user Da far venire il crepacuore,2.0,Italian, heartbreaking
3808,@user cosa???,1.0,Italian, what???
3809,Ah se andate a urlare ricordate pure a J e B che parlarsi serve. Tanto me la immagino la giornata di silenzi e occhiate oggi #jeru,2.2,Italian,ah if you go yelling remind j and b that talking to each other is useful. i can imagine the day of silences and looks today jeru anyway
3810,@user Toretto cos'è sullo sgabello?!!! Pagliaccissimo dai.,1.8,Italian, toretto what is on the stool?!!! pagliaccissimo come on.
3811,Ritrovare il sorriso è la più bella forma di coraggio,1.2,Italian,finding a smile again is the most beautiful form of courage
3812,@user ormai ci ho rinunciato al recovery è sempre così ci provo due settimane e poi ci mollo,3.0,Italian, i have given up on recovery by now it is always like this i try two weeks and then i give up
3813,Parole ufficiali e comportamenti reali un po' differenti #USA #Ucraina http,1.4,Italian,official words and slightly different real behaviors usa ukraine http
3814,ª chuparla,3.0,Italian,th suck it
3815,"Non è così, ma è così.💛 http",1.6,Italian,it's not like that but it is. http
3816,@user @user @user @user @user Ah....sai che posso averli anche io...e non i dati....,1.4,Italian,     ah....you know i can have it too...and not the data....
3817,@user Ecco perché non mi hai risposto quando ti ho chiesto quali fossero i tuoi buoni propositi per l’anno nuovo,2.75,Italian, that's why you did not answer me when i asked what your new year's resolutions were
3818,"@TgLa7 Oh bene, adesso si che le cose andranno per il verso giusto!",1.75,Italian, oh well now things will go the right way!
3819,@user @user @user Avendo appena asportato un cancro magari non ci arrivo neanche 🤣 ma che devo rivedere?,3.25,Italian,   having just removed a cancer maybe i will not even get there  but what should i review?
3820,@user Buongiorno😁😁,1.8,Italian, good morning 
3821,@user @user Adesso provano a vendere Dybala,1.0,Italian,  now they try to sell dybala
3822,@user Mamma mia sta diventando un cartonato ..... e si inizia dalle labbra .... e si vede,3.6,Italian, mamma mia is becoming a hardcover ..... and it starts from the lips .... and it shows
3823,Da quando mi sono svegliata ho in mente solo Blu Celeste.,1.75,Italian,since i woke up i have only blu celeste in mind.
3824,fandom dei polli alex e gigi contro? cazzo succede io non posso dividermi sono solo una,1.4,Italian,chicken fandom alex and gigi against? shit happens i cannot share i'm only one
3825,@user non mi dire,1.6,Italian, do not tell me
3826,@user @user dono,1.5,Italian,  dono
3827,"@user buongiorno chri, come stai?💛",3.4,Italian, good morning chri how are you?
3828,fim da era fine line 😓😓😓,1.0,Italian,end of the fine line era 
3829,Prima la pandemia e ora la guerra: l'unica certezza sembra essere l'incertezza http,1.2,Italian,first the pandemic and now the war: the only certainty seems to be uncertainty http
3830,"Mia mamma continua a ingozzarmi di frutta perché ""fa bene"", mi sento male a dirle che sono pienaaaaaaaaaaaaa",3.8,Italian,my mom keeps stuffing me with fruit because it is good for me i feel bad telling her i am fullaaaaaaaaaaaa
3831,mi darei un palo in testa come quello che mi darà lei,3.0,Italian,i would give myself a stake on the head like the one you are going to give me
3832,Attività Didattiche - Educazione Ambientale | Cooperativa Majella http,1.0,Italian,didactic activities  environmental education | majella cooperative http
3833,@user non immaginiamo grazie,1.2,Italian, we do not imagine thanks
3834,@user @user lo ha detto anche vitiello cerca cifre molto alte,1.2,Italian,  also said that vitiello looks for very high figures
3835,no ma questo zuko redemption arc bellissimo amore mio grande ha sempre avuto un cuore grande e buono aveva solo un po' di daddy issues,2.333333333333333,Italian,no but this zuko redemption arc beautiful my big love he always had a big and good heart he just had a little daddy issues
3836,@user @fattoquotidiano Ma c’era il ventilatore neonatale nella sala parto dove sei venuto al mondo? No eh?,2.6,Italian,  was there a neonatal ventilator in the delivery room where you came into the world? no huh?
3837,comunque palesemente quello che mi dà più fastidio e detesto il suo modo di non dirgli mai un cazzo sembra innamorato più di lui,2.8,Italian,however clearly what bothers me the most and i hate his way of never saying shit to him he seems more in love with him
3838,@user 😅😂 ( adesso rido ma oggi 😖),2.8,Italian,  (i laugh now but today )
3839,@user Lui lo si prende a luglio a titolo definitivo,1.25,Italian, he's getting it in july outright
3840,@user Fa anche un altro thread su chi è fascista e abbiamo il 90% della popolazione mondiale 😅,1.25,Italian, also makes another thread about who is fascist and we have % of world population 
3841,bro immagina avere playboicarti nella top ten dei cantanti più ascoltati,2.8,Italian,bro imagine having playboicarti in the top ten most listened to singers
3842,@user @user In primis abbandonati dal primo cittadino! Dunque?,1.2,Italian,  first of all abandoned by the mayor! so?
3843,"@user ma assolutamente no, io salvo lulù, oggettivamente se lo merita di più",1.6,Italian, but absolutely not i save lulù objectively he deserves it more
3844,@user @user @user Sì,1.0,Italian,   sì
3845,@user ْ,1.0,Italian, ْ
3846,@user ^_^ :O,1.75,Italian, ^_^ :o
3847,"@user *Abbiano. È divertente vedere come ti professi una vera e perfetta italiana, ma non conosci il congiuntivo",1.2,Italian, abbiano. it's funny to see how you profess to be a real and perfect italian but you do not know the subjunctive
3848,@user @user @user @user @junqueras Una cosa no treu l'altra,2.0,Italian,     one thing does not remove the other
3849,@user deve finire era di fesachioto e iniziare era di dragone. propongo riso cantonese nuvole di drago coca cola.,1.6666666666666667,Italian, must finish was fesachioto and start was dragon. i propose cantonese rice dragon clouds coke.
3850,"Ma com'è buono il mio ""finto risottino"" con speck e radicchio🤣✌️✌️✌️✌️💕 http",1.6,Italian,how good is my fake risotto with speck and radicchio http
3851,@user Infatti saremo a rischio anche noi,2.0,Italian, indeed we will be at risk too
3852,@user quanto?,1.5,Italian, how much?
3853,@user Lui è un’emozione per sempre ❤️…#CanYaman,3.0,Italian, he is an emotion forever …canyaman
3854,"Mykonos con volo dall'Italia, volo + 7 notti a partire da €662 http",1.0,Italian,mykonos with flight from italy flight +  nights starting from € http
3855,La polizia marocchina aggredisce diversi attivisti Saharawi nella città occupata di Boujador. #Wesatimes http,1.4,Italian,moroccan police attack several sahrawi activists in the occupied city of boujador. westimes http
3856,@user Sempre più di un piccione con una fava..Sempre più di due piccioni con una fava. L’ideale sono 1000 piccioni con una fava.,1.75,Italian, always more than one bird with one stone.. always more than two birds with one stone. the ideal is  birds with one stone.
3857,"@user Si infatti,è più da 352,ma secondo me neanche arriva,tira una brutta aria per gennaio non c'è 1euro.",1.4,Italian, yes indeed it is more like  but in my opinion it does not even arrive it is bad weather for january there is not  euro.
3858,@user Sono bellissimi!,2.2,Italian, they are beautiful!
3859,@user @user c'è qualquadra che non cosa,1.0,Italian,  there is something that is not what
3860,@SkySportsF1 Posso capire che problema avete col fatto che #Ricciardo sia davanti a #Norris? 😒 #f1 #GPMiami #MiamiGP,1.0,Italian, i can understand your problem with ricciardo being ahead of norris?  f gpmiami miamigp
3861,@user a quanti metri da me?,2.4,Italian, how many meters away from me?
3862,@user che hanno fatto mo,1.6,Italian, who did mo
3863,@user uhhhh siii! lasciami anche il nick che ti seguo dal mio trade &lt;3,3.8,Italian, uhhhh yeah! also leave me the nick that i follow you from my trade 
3864,Senti pubblicità delle piadelle toast della Mulino Bianco PROPRIO IL NOME MATTIA DOVEVI SCEGLIERE SONO SALTATA IN ARIA BO,3.5,Italian,you hear advertisements for mulino bianco's toasted piadellas just the name mattia you had to choose i blown into the air bo
3865,@user NON SAI IO per ora abbiamo solo primi piani orribili,2.4,Italian, you don't know for now we have only horrible closeups
3866,"@user Questi bulli dovrebbero essere ""iniziati"" alla mafia nigeriana,così sperimento il vero bullismo.",1.75,Italian, these bullies are supposed to be initiated into the nigerian mafia so i experience real bullying.
3867,"Mi rende proprio tanto felice come fanno in pochi, lo amo con tutto il mio cuore",3.5,Italian,he makes me just as happy as few do i love him with all my heart
3868,"@user Siiiiii, soprattutto perché è il genere che piace a noi Fedee",2.4,Italian, siiiiii above all because it is the kind we like fedee
3869,@user @user in che senso?,1.0,Italian,  what do you mean?
3870,"Le pagelle del Bologna - Arnautovic è devastante, Theate non lascia passare nessuno http",1.0,Italian,bologna's report cards  arnautovic is devastating theate does not let anyone through http
3871,@user @user Presto anche iooo,1.6,Italian,  soon iooo too
3872,"@user Ipocrisia di pedosatanisti...disney sta tremando, lo sò non devo giudicare...",2.75,Italian, hypocrisy of paedosatanists...disney is shaking i know i do not have to judge...
3873,@user Amo vocee 💕,3.0,Italian, i love you 
3874,"@user Faccio cose che non mi piace fare. Lavo vetri e pavimenti. Poi, stanca morta, non penso più.",3.2,Italian, i do things that i do not like to do. i wash windows and floors. then dead tired i do not think anymore.
3875,@user questa descrizione 💀,1.4,Italian, this description 
3876,"Esche avvelenate, individuato il responsabile: scatta la denuncia - Giornale di brescia http",1.0,Italian,poisoned baits the culprit identified: the complaint is triggered  giornale di brescia http
3877,Stiamo vivendo un periodo storico che in futuro durante le interrogazioni verrà ricordato con “cazzo speriamo che non me lo chieda”,2.0,Italian,we are living in a historic period that in future questions will be remembered with 'fuck let us hope he does not ask me'
3878,"@user Come sarebbe ""nessun atto di genocidio""? Ho capito male?",1.2,Italian, what does no act of genocide mean? i misunderstood?
3879,@user Ha fatto bene? Ha fatto male? Ha fatto.,2.4,Italian, did it right? did it hurt? did.
3880,@user il 16 marzo,1.25,Italian, on march th
3881,📽️“Nico #ècosì” guarda l'evento di presentazione della campagna su #Inclusione e #Emofilia. http,1.2,Italian, nico ècosì watch the presentation event of the campaign on inclusion and hemophilia. http
3882,raga ma che cazzo #Oscars,1.2,Italian,guys what the fuck oscars
3883,@nilmoretto @user Hinato,1.5,Italian, lmoretto  hinato
3884,La soglia della decenza http,1.2,Italian,the threshold of http decency
3885,"@user @user @user @user @user Perchè? Ha delle obiezioni logiche o è dogma di fede, il suo?",1.6,Italian,     why? does he have any logical objections or is his dogma of faith?
3886,"@user @user Sono solo parole, tu guarda i numeri.",1.2,Italian,  it's just words you look at the numbers.
3887,quanti di voi sarete allo stadio domenica? quanto sfiga ci sara?,2.6,Italian,how many of you will be at the stadium on sunday? how bad will it be?
3888,primo giorno senza giubbotto😋,1.6,Italian,first day without a jacket 
3889,L’unica cosa saggia finora detta da Alfonso #provvedimentodisciplinare #gfvip,2.0,Italian,the only wise thing so far said by alfonso provvedimentodisciplinare gfvip
3890,@user anche io &lt;3,2.8,Italian, me too 
3891,@user ANO,2.75,Italian, ano
3892,@user @user chiedi troppo,1.2,Italian,  you ask too much
3893,@user che cool!,2.4,Italian, che cool!
3894,@user Direi proprio di NESSUNO. Conoscenti ma non migliore amica/o,2.0,Italian, i would say absolutely nobody. acquaintances but not a best friend
3895,@CottarelliCPI Che prezzo lo paghiamo?,1.0,Italian, what price do we pay for it?
3896,"Vent’anni di Mafia, il videogame: tutto quello che ci ha insegnato sulla (mala)vita http via #agendadigitale_eu",1.0,Italian,twenty years of mafia the video game: everything it taught us about the (bad) life http via agendadigitale_eu
3897,a tanto così 👌🏼 dal comprarmi dei pattini a rotelle,3.4,Italian,this close  from buying myself roller skates
3898,Quest'anno la parata è stata stupenda Buona #FestadellaRepubblica 🇮🇹,1.2,Italian,this year the parade was amazing happy festadellarepubblica 
3899,"@user Guarda, io così ho conosciuto mio marito 🥰",2.5,Italian, look this is how i met my husband 
3900,Ed infatti dopo due settimane e mezzo ieri prima di andare a dormire è entrato a vedere,2.25,Italian,and in fact after two and a half weeks yesterday before going to sleep he went in to see
3901,Inzaghi lo sai che i cambi si possono fare anche al 60’,1.2,Italian,inzaghi you know that changes can also be made in the th minute
3902,non smetterò mai di parlarne MAI #MetGala http,2.2,Italian,i will never stop talking about it ever metgala http
3903,@user Sei mermo,2.0,Italian, i dunno
3904,@user Si. Trasmette sensazioni,3.0,Italian, yes. it conveys sensations
3905,"inventarsi di avere il covid per due like in più,quanto cazzo mi fai pena",2.6,Italian,inventing having covid for two more likes how the fuck do you pity me
3906,È invecchiata bene questa notizia fake http,1.0,Italian,this fake http news has aged well
3907,Ma è stupenda ✨ #prelemi http,2.0,Italian,but she is gorgeous  prelemi http
3908,@user @user Osservazioni mirate,1.2,Italian,  targeted observations
3909,@user Giovani e belli...😉,2.4,Italian, young and beautiful...
3910,@user Quando organizziamo ronde private in mare per contrastare le ONG?,1.0,Italian, when do we organize private patrols at sea to counter ngos?
3911,Sto odiando questa giornata di soli repost🙄 #prelemi,1.0,Italian,i am hating this day of only reposts withdrawals
3912,@user ma ti pare coglione,3.0,Italian, but you look like a jerk
3913,@user /perché fa così rifete,2.25,Italian, /why does he do that rifete
3914,@user Non dirmi così che lo devo ancora vedere,1.8,Italian, don't tell me like that i have yet to see it
3915,Comunque Barù il treno dovevi salirci sopra no prenderlo in faccia #jerù http,2.0,Italian,anyway barù you had to get on the train no take it in the face jerù http
3916,non perdonerò mai la wwe per aver cambiato la theme song di edge http,1.75,Italian,i will never forgive wwe for changing the edge http theme song
3917,@user come te🙄,1.8,Italian, come te
3918,Roberto Quaglia dixit: Il Mito dell'11 Settembre compie 18 anni http 93,1.6,Italian,roberto quaglia dixit: the myth of / turns  http 
3919,@user Ci,1.0,Italian, ci
3920,@user Dove lo stai vedendo?❤,3.0,Italian, where are you seeing this?
3921,meglio amare o essere amati?,2.75,Italian,better to love or be loved?
3922,"@user hanno meno di un tempo per fare 4 goal, siamo sulla buona strada",1.0,Italian, have less than one time to score  goals we are on track
3923,il neo in fronte di giucas casella una volta finito il gf è planato dritto in fronte a vaporidis,2.8,Italian,the neo in front of giucas box once the gf is finished it glides straight in front of vaporidis
3924,Ci sono #dueIngredienti che rendono la vita più interessante: le emozioni e un pizzico di pazzia http,1.75,Italian,there are twoingredients that make life more interesting: emotions and a pinch of madness http
3925,@user @user Mmmmmm che pisellone grande,4.4,Italian,  mmmmmm what a big dick
3926,no ve lo giuro sono incazzata nera dovete sempre rovinare tutto,4.0,Italian,no i swear i am pissed off black you always have to screw everything up
3927,@user leggoo!,1.0,Italian, leggoo!
3928,"tu sarai amato il giorno che potrai mostrare la tua debolezza, senza che l’altro se ne serva per affermare la sua forza",2.25,Italian,you will be loved the day you can show your weakness without the other using it to affirm his strength
3929,vabbè chi viene al concerto di louis il 3 settembre che sto da sola con mia sorella che non sa mezza canzone??🧍🏼‍♀️🧍🏼‍♀️🧍🏼‍♀️,2.0,Italian,oh well who is coming to the louis concert on september rd i'm alone with my sister who does not know half a song??‍‍‍
3930,"@user Grazie, sono proprio ignorante sull’argomento 🤦🏼‍♀️",2.6,Italian, thanks i am really ignorant on the subject ‍
3931,@user @user P e sa che di riforma della giustizia se ne parla da 50 anni.,1.0,Italian,  p and you know that justice reform has been talked about for  years.
3932,da giovedì vado al mare e voglio sentire toca in spiaggia 🏖,3.6,Italian,i am going to the beach from thursday and i want to hear toca on the beach 
3933,la guerra ci ha messo del suo...ma non è che prima avessero fatto qualcosa per fermarle #carobollette,1.0,Italian,the war took its part... but it is not like they would done anything before to stop them carobills
3934,@user ayato venti,1.0,Italian, ayato venti
3935,"Comunque non vorrei smontarvi niente ma è chiaro che ""se lei è triste anche lui è triste"" solo per EDUCAZIONE 😭👀 #jeru",2.25,Italian,anyway i do not want to take anything apart but it is clear that if she is sad he is sad too just for education  jeru
3936,nessuno sarà mai importante per me come lo è seb,3.5,Italian,no one will ever be as important to me as seb is
3937,"@user Oddio, ma sono pazzi?",2.6,Italian, oh my are they crazy?
3938,@user dove!,1.0,Italian, dove!
3939,@user Grande affare...bravoooo🤮,1.4,Italian, big deal...well done 
3940,il modo in cui Irene conosce bene Stefania 😭 #ilparadisodellesignore,1.2,Italian,the way irene knows stefania well  ilparadisodellesignore
3941,@user Si si ...ma quest'anno troppi passi falsi in difesa soprattutto negli ultimi minuti.,1.0,Italian, yes yes ... but this year too many missteps in defense especially in the last minutes.
3942,"Ehi Barù, ora hai capito qual è la differenza tra persona e giocatore? #jeru",2.4,Italian,hey barù now do you understand what is the difference between a person and a player? jeru
3943,passo mezz ora a sera su tiktok solo per innamorami di molteplici cucciole che non vedrò mai,3.2,Italian,i spend half an hour on tiktok every evening just to fall in love with multiple puppies that i will never see
3944,@user @user non sapevo fosse una sua competenza,1.4,Italian,  i did not know it was his expertise
3945,@user Ma non pensano che tutte le persone hanno una vita e non tutto deve per forza girare intorno a M e L ??,3.25,Italian, but do not they think that all people have one life and not everything has to revolve around m and l??
3946,Ogni volta che cerco una nuova pfp la solita storia ma posso non piangere per un coreano che manco sa che esisto? http,2.6,Italian,every time i look for a new pfp the same story but can i not cry for a korean who does not even know i exist? http
3947,"#filorosso anche Bertinotti effettivamente può dire la sua sulle crisi, quanto governi ha fatto cadere, due o tre, che non mi ricordo ?",1.4,Italian,filorosso even bertinotti can actually have his say on the crises how many governments has he brought down two or three that i do not remember?
3948,"fool di cavetown è un abbraccio, non una canzone",2.2,Italian,cavetown fool is a hug not a song
3949,Il mio cervello al momento offline pensando solo ai blamood dopo,3.333333333333333,Italian,my brain currently offline only thinking about blamoods afterwards
3950,@user uff😍😍😍,1.6,Italian, uff
3951,@user same hahaha sono troppo teneri,2.0,Italian, same hahaha they are too cute
3952,"@user Prima dell'autogol avevano fatto un tiro nello specchio. Vabbè, non ci pensiamo! Come va l'insonnia?",1.8,Italian, before the own goal they had a shot on target. well let us not think about it! how's the insomnia?
3953,"@user @user @lopezobrador_ Una pena, mano.",2.6666666666666665,Italian,   a pity man.
3954,rosé di studio? 👀👀👀👀,1.75,Italian,study rosé? 
3955,"@user per questo ti serve un paese poco informatizzato, povero, con scarse o nulle capacità di controllo.",1.2,Italian, for this you need a country that is poorly computerized poor with little or no control capacity.
3956,@user e si vede che manca ahahah,1.25,Italian, and it shows it is missing hahaha
3957,Le cose importanti si guardano negli occhi ...il resto è Social 🖤 http,2.4,Italian,important things look each other in the eye... the rest is social  http
3958,@user @user @user @user Me l'ha mandata lui personalmente quando ha visto questa foto http,2.25,Italian,    he personally sent it to me when he saw this photo http
3959,@user Si ogni 5mila km!😂,1.2,Italian, yes every k km!
3960,"Avv. La Marca: ""Pogba e Di Maria sarebbero colpi importanti per la Juve, ma alla Juve non basterebbero"" http",1.0,Italian,avv. la marca: pogba and di maria would be important blows for juve but for juve they would not be enough http
3961,"👍 on @user La fisica della ""Legge di Attrazione"" - Niccolò Angeli http",1.0,Italian, on  the physics of the law of attraction  niccolò angeli http
3962,@user @user @user @LulaOficial seguindo,1.5,Italian,    following
3963,@user E questo culo? 😱😱😱😱,3.6,Italian, and this ass? 
3964,domani compito di latino,1.6,Italian,latin homework tomorrow
3965,@user Anche questa è Italia,1.2,Italian, this is italy too
3966,"@user certoo, anche tu se ne trovi uno grazie &lt;33",4.0,Italian, certoo you too can find one thanks 
3967,@user Che schifo di persone esistono? Mi fate vergognare di essere italiana ❤️,2.0,Italian, what crap people exist? you make me ashamed of being italian 
3968,@user @user Si ma democraticamente lo si accetta,1.25,Italian,  yes but democratically it is accepted
3969,@user me ne dai un po' x favore );,2.5,Italian, give me some please );
3970,@user lui sì che era un gran figo di musicista... Chi si ricorda? #DomenicaIn #Malfunk http,2.6,Italian, he was a really cool musician... who remembers? domenicain malfunk http
3971,@user io ti ho messa incinta quindi lo so🤷,5.0,Italian, i got you pregnant so i know
3972,"Alla fine la scelta la farà Manuel... Sceglierà Giulio, lui dirà di sì e andranno insieme a fare le risse #uominiedonne",1.6,Italian,in the end manuel will make the choice... giulio will choose he will say yes and they will go to fights together menandwomen
3973,Perché proprio a me un Ariete in casa?,2.25,Italian,why me an aries in the house?
3974,"La determinazione non rende le cose facili, le rende possibili. #9maggio #Putin http",1.0,Italian,determination does not make things easy it makes them possible. may  putin http
3975,"@user @FBiasin Peccato che queste, comprando giocatori dalle piccole, permettono a queste ultime di giocare.....",1.0,Italian,  too bad that these by buying players from the small ones allow the latter to play.....
3976,@user tiamo best :((,3.0,Italian, tiamo best :((
3977,Pinto quando Florenzi non accetterá il taglio di stipendio al Milan http,1.25,Italian,pinto when florenzi will not accept milan's salary cut http
3978,@user Io innamorata ma siamo fermi a capitolo 6 😭😭😭,3.333333333333333,Italian, i am in love but we are stuck in chapter  
3979,@user l'ho fatto,2.6,Italian, i did
3980,3) Passare da pezzi ironici a questo: lui può #Amici21 http,1.0,Italian,) switch from ironic pieces to this: he can amici http
3981,@user Sentono il caldo più di noi😊,2.8,Italian, they feel the heat more than us
3982,@user ecco io spero che mi facciano finire primaa sjkekekd,1.4,Italian, here i hope they let me finish sjkekekd first
3983,wwf: STOP all'abbattimento dei Daini del Parco Nazionale del Circeo - Firma la petizione! http via @ChangeItalia,1.0,Italian,wwf: stop the culling of the fallow deer in the circeo national park  sign the petition! http via 
3984,"@user @EnricoLetta @Corriere @pdnetwork Si, ha usato parole di saggezza e buon senso.",1.4,Italian,    yes he used words of wisdom and common sense.
3985,"sto riguardando la terza stagione di ouat, mi mancava troppo",2.4,Italian,i'm watching the third season of ouat i missed it too much
3986,@user Io vorrei conoscere sto giornalaio,1.8,Italian, i would like to meet this newsagent
3987,@user @user Speriamo tutto bene,2.4,Italian,  let's hope all is well
3988,"@user mmh, se la stupidità può spiegare una cosa adotto quella spiegazione, in assenza di altre prove",1.75,Italian, hmm if stupidity can explain a thing i adopt that explanation in the absence of other evidence
3989,ciao sono jared e ho 21 anni,2.4,Italian,hi i am jared and i am  years old
3990,Nel paese dei bonus oggi manca solo il bonus balconi. Così da potercisi buttare.,1.6,Italian,in the country of bonuses today only the balcony bonus is missing. so you can jump into it.
3991,@user Veramente! La pubblicità è sempre meglio della realtà 😂,1.3333333333333333,Italian, really! advertising is always better than reality 
3992,@user @PauDybala_JR Sempre uno di qualità serve sempre,1.4,Italian,  quality is always needed
3993,Mi sento come Paperino parlo parlo e nessuno capisce,1.6,Italian,i feel like donald duck i talk and nobody understands
3994,"@user Molta cosa a Pisa oggi, perchè domani farò un viaggio",2.6666666666666665,Italian, lots of things in pisa today because tomorrow i am going on a trip
3995,Vorrei festeggiare molto con quello col cappello rosa #eurovision,2.75,Italian,i would like to celebrate a lot with the one in the eurovision pink hat
3996,@user Questa gif mi fa scompisciareee,2.0,Italian, this gif pisses me off
3997,Ci legge … altroché se ci legge…. AMORE❤️❤️❤️#tzvip,3.2,Italian,he reads us … all the same if he reads us…. love  tzvip
3998,@user @user Infermiere per persone anziane,1.75,Italian,  nursing for older people
3999,@user Pazienza...,1.0,Italian, patience...
4000,@user ma oddio non volevo mettere il punto HANSJSJ grazie davvero&lt;3,3.2,Italian, but oh god i did not want to put the full stop hansjsj thanks so much 
4001,"@user @user Penso molti di più, il sondaggio non mi sembra rispecchi la realtà 🙏",1.2,Italian,  i think many more the survey does not seem to reflect reality 
4002,#PortaAPorta sembra una sagra di paese!!!!,1.2,Italian,portaaporta looks like a village festival!!!!
4003,Ho visto il film che ha vinto l'Oscar Il mio cuore di pietra non ha retto Ho finito il pacchetto di fazzoletti,2.4,Italian,i saw the movie that won the oscar my heart of stone couldn't take it i ran out of tissues
4004,"@user Qui, Liguria di levante, tempo da lupi: pioggia battente, vento forte.",1.0,Italian, here eastern liguria wolf weather: pouring rain strong wind.
4005,@user perché dio cane,3.0,Italian, why god dog
4006,"in alternativa, si può aderire alla CPI - Chiesa Pastafariana Italiana http",1.75,Italian,alternatively you can join the cpi  chiesa pastafariana italiana http
4007,@user @user @user La domanda è? È entrato bene nel naso?😂😂😂😂 se è un altro test ed è tuo tantissimi auguri 😀😀,2.4,Italian,   the question is? did it enter your nose well? if it is another test and it is yours best wishes 
4008,"@user Che poi, il tackle è arte. Ma di che parliamo",1.2,Italian, after all tackling is art. but what are we talking about
4009,@user @user La nato non sta combattendo nessuna guerra.,1.0,Italian,  nato is not fighting any war.
4010,@user Per me questo “l’articolo 5 della Nato” lo applica anche alla Guerra dei Trent’anni,1.2,Italian, for me this nato article  also applies to the thirty years war
